region_code,region_name,sex,year,e0_pclm,e0_hmd,e0,de0
GB,United Kingdom,Female,2016,82.71,82.88,82.88,0.15
GB,United Kingdom,Female,2017,82.79,82.99,82.99,0.11
GB,United Kingdom,Female,2018,82.77,82.95,82.95,-0.04
GB,United Kingdom,Female,2019,83.16,NA,83.16,0.21
GB,United Kingdom,Female,2020,82.29,NA,82.29,-0.87
GB,United Kingdom,Male,1945,NA,62.79,62.79,NA
GB,United Kingdom,Male,1946,NA,63.71,63.71,0.92
GB,United Kingdom,Male,1947,NA,64.02,64.02,0.31
GB,United Kingdom,Male,1948,NA,66.01,66.01,1.99
GB,United Kingdom,Male,1949,NA,65.82,65.82,-0.19
GB,United Kingdom,Male,1950,NA,66.24,66.24,0.42
GB,United Kingdom,Male,1951,NA,65.71,65.71,-0.53
GB,United Kingdom,Male,1952,NA,66.83,66.83,1.12
GB,United Kingdom,Male,1953,NA,67.12,67.12,0.29
GB,United Kingdom,Male,1954,NA,67.41,67.41,0.29
GB,United Kingdom,Male,1955,NA,67.37,67.37,-0.04
GB,United Kingdom,Male,1956,NA,67.59,67.59,0.22
GB,United Kingdom,Male,1957,NA,67.61,67.61,0.02
GB,United Kingdom,Male,1958,NA,67.79,67.79,0.18
GB,United Kingdom,Male,1959,NA,67.92,67.92,0.13
GB,United Kingdom,Male,1960,NA,68.04,68.04,0.12
GB,United Kingdom,Male,1961,NA,67.81,67.81,-0.23
GB,United Kingdom,Male,1962,NA,67.83,67.83,0.02
GB,United Kingdom,Male,1963,NA,67.71,67.71,-0.12
GB,United Kingdom,Male,1964,NA,68.41,68.41,0.7
GB,United Kingdom,Male,1965,NA,68.36,68.36,-0.05
GB,United Kingdom,Male,1966,NA,68.28,68.28,-0.08
GB,United Kingdom,Male,1967,NA,68.94,68.94,0.66
GB,United Kingdom,Male,1968,NA,68.56,68.56,-0.38
GB,United Kingdom,Male,1969,NA,68.47,68.47,-0.09
GB,United Kingdom,Male,1970,NA,68.69,68.69,0.22
GB,United Kingdom,Male,1971,NA,69.05,69.05,0.36
GB,United Kingdom,Male,1972,NA,68.84,68.84,-0.21
GB,United Kingdom,Male,1973,NA,69.01,69.01,0.17
GB,United Kingdom,Male,1974,NA,69.22,69.22,0.21
GB,United Kingdom,Male,1975,NA,69.51,69.51,0.29
GB,United Kingdom,Male,1976,NA,69.53,69.53,0.02
GB,United Kingdom,Male,1977,NA,70,70,0.47
GB,United Kingdom,Male,1978,NA,69.94,69.94,-0.06
GB,United Kingdom,Male,1979,NA,70.06,70.06,0.12
GB,United Kingdom,Male,1980,NA,70.51,70.51,0.45
GB,United Kingdom,Male,1981,NA,70.85,70.85,0.34
GB,United Kingdom,Male,1982,NA,71.03,71.03,0.18
GB,United Kingdom,Male,1983,NA,71.27,71.27,0.24
GB,United Kingdom,Male,1984,NA,71.68,71.68,0.41
GB,United Kingdom,Male,1985,NA,71.61,71.61,-0.07
GB,United Kingdom,Male,1986,NA,71.82,71.82,0.21
GB,United Kingdom,Male,1987,NA,72.21,72.21,0.39
GB,United Kingdom,Male,1988,NA,72.34,72.34,0.13
GB,United Kingdom,Male,1989,NA,72.58,72.58,0.24
GB,United Kingdom,Male,1990,NA,72.84,72.84,0.26
GB,United Kingdom,Male,1991,NA,73.08,73.08,0.24
GB,United Kingdom,Male,1992,NA,73.51,73.51,0.43
GB,United Kingdom,Male,1993,NA,73.44,73.44,-0.07
GB,United Kingdom,Male,1994,NA,73.99,73.99,0.55
GB,United Kingdom,Male,1995,NA,73.93,73.93,-0.06
GB,United Kingdom,Male,1996,NA,74.22,74.22,0.29
GB,United Kingdom,Male,1997,NA,74.57,74.57,0.35
GB,United Kingdom,Male,1998,NA,74.72,74.72,0.15
GB,United Kingdom,Male,1999,NA,74.87,74.87,0.15
GB,United Kingdom,Male,2000,NA,75.38,75.38,0.51
GB,United Kingdom,Male,2001,NA,75.69,75.69,0.31
GB,United Kingdom,Male,2002,NA,75.85,75.85,0.16
GB,United Kingdom,Male,2003,NA,76.06,76.06,0.21
GB,United Kingdom,Male,2004,NA,76.63,76.63,0.57
GB,United Kingdom,Male,2005,NA,76.9,76.9,0.27
GB,United Kingdom,Male,2006,NA,77.11,77.11,0.21
GB,United Kingdom,Male,2007,NA,77.35,77.35,0.24
GB,United Kingdom,Male,2008,NA,77.55,77.55,0.2
GB,United Kingdom,Male,2009,NA,78.03,78.03,0.48
GB,United Kingdom,Male,2010,NA,78.36,78.36,0.33
GB,United Kingdom,Male,2011,NA,78.78,78.78,0.42
GB,United Kingdom,Male,2012,NA,78.96,78.96,0.18
GB,United Kingdom,Male,2013,NA,79.01,79.01,0.05
GB,United Kingdom,Male,2014,NA,79.25,79.25,0.24
GB,United Kingdom,Male,2015,79,79.06,79.06,-0.19
GB,United Kingdom,Male,2016,79.18,79.22,79.22,0.16
GB,United Kingdom,Male,2017,79.24,79.3,79.3,0.08
GB,United Kingdom,Male,2018,79.22,79.27,79.27,-0.03
GB,United Kingdom,Male,2019,79.56,NA,79.56,0.29
GB,United Kingdom,Male,2020,78.44,NA,78.44,-1.13
GB,United Kingdom,Total,1945,NA,65.76,65.76,NA
GB,United Kingdom,Total,1946,NA,66.24,66.24,0.48
GB,United Kingdom,Total,1947,NA,66.44,66.44,0.2
GB,United Kingdom,Total,1948,NA,68.37,68.37,1.93
GB,United Kingdom,Total,1949,NA,68.11,68.11,-0.26
GB,United Kingdom,Total,1950,NA,68.63,68.63,0.52
GB,United Kingdom,Total,1951,NA,68.24,68.24,-0.39
GB,United Kingdom,Total,1952,NA,69.53,69.53,1.29
GB,United Kingdom,Total,1953,NA,69.8,69.8,0.27
GB,United Kingdom,Total,1954,NA,70.17,70.17,0.37
GB,United Kingdom,Total,1955,NA,70.13,70.13,-0.04
GB,United Kingdom,Total,1956,NA,70.4,70.4,0.27
GB,United Kingdom,Total,1957,NA,70.52,70.52,0.12
GB,United Kingdom,Total,1958,NA,70.7,70.7,0.18
GB,United Kingdom,Total,1959,NA,70.83,70.83,0.13
GB,United Kingdom,Total,1960,NA,71.02,71.02,0.19
GB,United Kingdom,Total,1961,NA,70.79,70.79,-0.23
GB,United Kingdom,Total,1962,NA,70.86,70.86,0.07
GB,United Kingdom,Total,1963,NA,70.76,70.76,-0.1
GB,United Kingdom,Total,1964,NA,71.54,71.54,0.78
GB,United Kingdom,Total,1965,NA,71.52,71.52,-0.02
GB,United Kingdom,Total,1966,NA,71.44,71.44,-0.08
GB,United Kingdom,Total,1967,NA,72.08,72.08,0.64
GB,United Kingdom,Total,1968,NA,71.69,71.69,-0.39
GB,United Kingdom,Total,1969,NA,71.67,71.67,-0.02
GB,United Kingdom,Total,1970,NA,71.88,71.88,0.21
GB,United Kingdom,Total,1971,NA,72.24,72.24,0.36
GB,United Kingdom,Total,1972,NA,71.99,71.99,-0.25
GB,United Kingdom,Total,1973,NA,72.19,72.19,0.2
GB,United Kingdom,Total,1974,NA,72.38,72.38,0.19
GB,United Kingdom,Total,1975,NA,72.65,72.65,0.27
GB,United Kingdom,Total,1976,NA,72.64,72.64,-0.01
GB,United Kingdom,Total,1977,NA,73.11,73.11,0.47
GB,United Kingdom,Total,1978,NA,73.05,73.05,-0.06
GB,United Kingdom,Total,1979,NA,73.16,73.16,0.11
GB,United Kingdom,Total,1980,NA,73.59,73.59,0.43
GB,United Kingdom,Total,1981,NA,73.92,73.92,0.33
GB,United Kingdom,Total,1982,NA,74.04,74.04,0.12
GB,United Kingdom,Total,1983,NA,74.3,74.3,0.26
GB,United Kingdom,Total,1984,NA,74.68,74.68,0.38
GB,United Kingdom,Total,1985,NA,74.54,74.54,-0.14
GB,United Kingdom,Total,1986,NA,74.8,74.8,0.26
GB,United Kingdom,Total,1987,NA,75.15,75.15,0.35
GB,United Kingdom,Total,1988,NA,75.26,75.26,0.11
GB,United Kingdom,Total,1989,NA,75.4,75.4,0.14
GB,United Kingdom,Total,1990,NA,75.74,75.74,0.34
GB,United Kingdom,Total,1991,NA,75.91,75.91,0.17
GB,United Kingdom,Total,1992,NA,76.31,76.31,0.4
GB,United Kingdom,Total,1993,NA,76.16,76.16,-0.15
GB,United Kingdom,Total,1994,NA,76.72,76.72,0.56
GB,United Kingdom,Total,1995,NA,76.62,76.62,-0.1
GB,United Kingdom,Total,1996,NA,76.88,76.88,0.26
GB,United Kingdom,Total,1997,NA,77.14,77.14,0.26
GB,United Kingdom,Total,1998,NA,77.28,77.28,0.14
GB,United Kingdom,Total,1999,NA,77.38,77.38,0.1
GB,United Kingdom,Total,2000,NA,77.85,77.85,0.47
GB,United Kingdom,Total,2001,NA,78.13,78.13,0.28
GB,United Kingdom,Total,2002,NA,78.24,78.24,0.11
GB,United Kingdom,Total,2003,NA,78.34,78.34,0.1
GB,United Kingdom,Total,2004,NA,78.91,78.91,0.57
GB,United Kingdom,Total,2005,NA,79.11,79.11,0.2
GB,United Kingdom,Total,2006,NA,79.36,79.36,0.25
GB,United Kingdom,Total,2007,NA,79.54,79.54,0.18
GB,United Kingdom,Total,2008,NA,79.67,79.67,0.13
GB,United Kingdom,Total,2009,NA,80.17,80.17,0.5
GB,United Kingdom,Total,2010,NA,80.4,80.4,0.23
GB,United Kingdom,Total,2011,NA,80.8,80.8,0.4
GB,United Kingdom,Total,2012,NA,80.86,80.86,0.06
GB,United Kingdom,Total,2013,NA,80.93,80.93,0.07
GB,United Kingdom,Total,2014,NA,81.16,81.16,0.23
GB,United Kingdom,Total,2015,80.78,80.92,80.92,-0.24
GB,United Kingdom,Total,2016,80.97,81.07,81.07,0.15
GB,United Kingdom,Total,2017,81.04,81.17,81.17,0.1
GB,United Kingdom,Total,2018,81.01,81.13,81.13,-0.04
GB,United Kingdom,Total,2019,81.38,NA,81.38,0.25
GB,United Kingdom,Total,2020,80.36,NA,80.36,-1.02
GR,Greece,Female,1945,NA,NA,NA,NA
GR,Greece,Female,1946,NA,NA,NA,NA
GR,Greece,Female,1947,NA,NA,NA,NA
GR,Greece,Female,1948,NA,NA,NA,NA
GR,Greece,Female,1949,NA,NA,NA,NA
GR,Greece,Female,1950,NA,NA,NA,NA
GR,Greece,Female,1951,NA,NA,NA,NA
GR,Greece,Female,1952,NA,NA,NA,NA
GR,Greece,Female,1953,NA,NA,NA,NA
GR,Greece,Female,1954,NA,NA,NA,NA
GR,Greece,Female,1955,NA,NA,NA,NA
GR,Greece,Female,1956,NA,NA,NA,NA
GR,Greece,Female,1957,NA,NA,NA,NA
GR,Greece,Female,1958,NA,NA,NA,NA
GR,Greece,Female,1959,NA,NA,NA,NA
GR,Greece,Female,1960,NA,NA,NA,NA
GR,Greece,Female,1961,NA,NA,NA,NA
GR,Greece,Female,1962,NA,NA,NA,NA
GR,Greece,Female,1963,NA,NA,NA,NA
GR,Greece,Female,1964,NA,NA,NA,NA
GR,Greece,Female,1965,NA,NA,NA,NA
GR,Greece,Female,1966,NA,NA,NA,NA
GR,Greece,Female,1967,NA,NA,NA,NA
GR,Greece,Female,1968,NA,NA,NA,NA
GR,Greece,Female,1969,NA,NA,NA,NA
GR,Greece,Female,1970,NA,NA,NA,NA
GR,Greece,Female,1971,NA,NA,NA,NA
GR,Greece,Female,1972,NA,NA,NA,NA
GR,Greece,Female,1973,NA,NA,NA,NA
GR,Greece,Female,1974,NA,NA,NA,NA
GR,Greece,Female,1975,NA,NA,NA,NA
GR,Greece,Female,1976,NA,NA,NA,NA
GR,Greece,Female,1977,NA,NA,NA,NA
GR,Greece,Female,1978,NA,NA,NA,NA
GR,Greece,Female,1979,NA,NA,NA,NA
GR,Greece,Female,1980,NA,NA,NA,NA
GR,Greece,Female,1981,NA,78.04,78.04,NA
GR,Greece,Female,1982,NA,78.26,78.26,0.22
GR,Greece,Female,1983,NA,78.05,78.05,-0.21
GR,Greece,Female,1984,NA,78.57,78.57,0.52
GR,Greece,Female,1985,NA,78.42,78.42,-0.15
GR,Greece,Female,1986,NA,78.81,78.81,0.39
GR,Greece,Female,1987,NA,78.58,78.58,-0.23
GR,Greece,Female,1988,NA,79.3,79.3,0.72
GR,Greece,Female,1989,NA,79.53,79.53,0.23
GR,Greece,Female,1990,NA,79.63,79.63,0.1
GR,Greece,Female,1991,NA,79.86,79.86,0.23
GR,Greece,Female,1992,NA,79.77,79.77,-0.09
GR,Greece,Female,1993,NA,80.07,80.07,0.3
GR,Greece,Female,1994,NA,80.31,80.31,0.24
GR,Greece,Female,1995,NA,80.4,80.4,0.09
GR,Greece,Female,1996,NA,80.57,80.57,0.17
GR,Greece,Female,1997,NA,80.88,80.88,0.31
GR,Greece,Female,1998,NA,80.75,80.75,-0.13
GR,Greece,Female,1999,NA,80.94,80.94,0.19
GR,Greece,Female,2000,NA,81.18,81.18,0.24
GR,Greece,Female,2001,NA,81.6,81.6,0.42
GR,Greece,Female,2002,NA,81.69,81.69,0.09
GR,Greece,Female,2003,NA,81.83,81.83,0.14
GR,Greece,Female,2004,NA,82.05,82.05,0.22
GR,Greece,Female,2005,NA,82.33,82.33,0.28
GR,Greece,Female,2006,NA,82.58,82.58,0.25
GR,Greece,Female,2007,NA,82.46,82.46,-0.12
GR,Greece,Female,2008,NA,82.95,82.95,0.49
GR,Greece,Female,2009,NA,83.2,83.2,0.25
GR,Greece,Female,2010,NA,83.23,83.23,0.03
GR,Greece,Female,2011,NA,83.44,83.44,0.21
GR,Greece,Female,2012,NA,83.27,83.27,-0.17
GR,Greece,Female,2013,NA,83.76,83.76,0.49
GR,Greece,Female,2014,NA,83.88,83.88,0.12
GR,Greece,Female,2015,NA,83.59,83.59,-0.29
GR,Greece,Female,2016,83.51,83.75,83.75,0.16
GR,Greece,Female,2017,83.42,83.7,83.7,-0.05
GR,Greece,Female,2018,83.98,NA,83.98,0.28
GR,Greece,Female,2019,83.73,NA,83.73,-0.25
GR,Greece,Female,2020,83.5,NA,83.5,-0.23
GR,Greece,Male,1945,NA,NA,NA,NA
GR,Greece,Male,1946,NA,NA,NA,NA
GR,Greece,Male,1947,NA,NA,NA,NA
GR,Greece,Male,1948,NA,NA,NA,NA
GR,Greece,Male,1949,NA,NA,NA,NA
GR,Greece,Male,1950,NA,NA,NA,NA
GR,Greece,Male,1951,NA,NA,NA,NA
GR,Greece,Male,1952,NA,NA,NA,NA
GR,Greece,Male,1953,NA,NA,NA,NA
GR,Greece,Male,1954,NA,NA,NA,NA
GR,Greece,Male,1955,NA,NA,NA,NA
GR,Greece,Male,1956,NA,NA,NA,NA
GR,Greece,Male,1957,NA,NA,NA,NA
GR,Greece,Male,1958,NA,NA,NA,NA
GR,Greece,Male,1959,NA,NA,NA,NA
GR,Greece,Male,1960,NA,NA,NA,NA
GR,Greece,Male,1961,NA,NA,NA,NA
GR,Greece,Male,1962,NA,NA,NA,NA
GR,Greece,Male,1963,NA,NA,NA,NA
GR,Greece,Male,1964,NA,NA,NA,NA
GR,Greece,Male,1965,NA,NA,NA,NA
GR,Greece,Male,1966,NA,NA,NA,NA
GR,Greece,Male,1967,NA,NA,NA,NA
GR,Greece,Male,1968,NA,NA,NA,NA
GR,Greece,Male,1969,NA,NA,NA,NA
GR,Greece,Male,1970,NA,NA,NA,NA
GR,Greece,Male,1971,NA,NA,NA,NA
GR,Greece,Male,1972,NA,NA,NA,NA
GR,Greece,Male,1973,NA,NA,NA,NA
GR,Greece,Male,1974,NA,NA,NA,NA
GR,Greece,Male,1975,NA,NA,NA,NA
GR,Greece,Male,1976,NA,NA,NA,NA
GR,Greece,Male,1977,NA,NA,NA,NA
GR,Greece,Male,1978,NA,NA,NA,NA
GR,Greece,Male,1979,NA,NA,NA,NA
GR,Greece,Male,1980,NA,NA,NA,NA
GR,Greece,Male,1981,NA,73.39,73.39,NA
GR,Greece,Male,1982,NA,73.44,73.44,0.05
GR,Greece,Male,1983,NA,73.28,73.28,-0.16
GR,Greece,Male,1984,NA,73.68,73.68,0.4
GR,Greece,Male,1985,NA,73.4,73.4,-0.28
GR,Greece,Male,1986,NA,73.98,73.98,0.58
GR,Greece,Male,1987,NA,73.82,73.82,-0.16
GR,Greece,Male,1988,NA,74.27,74.27,0.45
GR,Greece,Male,1989,NA,74.47,74.47,0.2
GR,Greece,Male,1990,NA,74.66,74.66,0.19
GR,Greece,Male,1991,NA,74.66,74.66,0
GR,Greece,Male,1992,NA,74.62,74.62,-0.04
GR,Greece,Male,1993,NA,74.86,74.86,0.24
GR,Greece,Male,1994,NA,75.03,75.03,0.17
GR,Greece,Male,1995,NA,74.9,74.9,-0.13
GR,Greece,Male,1996,NA,75,75,0.1
GR,Greece,Male,1997,NA,75.37,75.37,0.37
GR,Greece,Male,1998,NA,75.44,75.44,0.07
GR,Greece,Male,1999,NA,75.46,75.46,0.02
GR,Greece,Male,2000,NA,75.52,75.52,0.06
GR,Greece,Male,2001,NA,75.97,75.97,0.45
GR,Greece,Male,2002,NA,76.23,76.23,0.26
GR,Greece,Male,2003,NA,76.4,76.4,0.17
GR,Greece,Male,2004,NA,76.5,76.5,0.1
GR,Greece,Male,2005,NA,76.66,76.66,0.16
GR,Greece,Male,2006,NA,76.99,76.99,0.33
GR,Greece,Male,2007,NA,76.81,76.81,-0.18
GR,Greece,Male,2008,NA,77.39,77.39,0.58
GR,Greece,Male,2009,NA,77.45,77.45,0.06
GR,Greece,Male,2010,NA,77.89,77.89,0.44
GR,Greece,Male,2011,NA,77.92,77.92,0.03
GR,Greece,Male,2012,NA,77.86,77.86,-0.06
GR,Greece,Male,2013,NA,78.48,78.48,0.62
GR,Greece,Male,2014,NA,78.54,78.54,0.06
GR,Greece,Male,2015,NA,78.31,78.31,-0.23
GR,Greece,Male,2016,78.61,78.63,78.63,0.32
GR,Greece,Male,2017,78.53,78.6,78.6,-0.03
GR,Greece,Male,2018,79.01,NA,79.01,0.41
GR,Greece,Male,2019,78.93,NA,78.93,-0.08
GR,Greece,Male,2020,78.57,NA,78.57,-0.36
GR,Greece,Total,1945,NA,NA,NA,NA
GR,Greece,Total,1946,NA,NA,NA,NA
GR,Greece,Total,1947,NA,NA,NA,NA
GR,Greece,Total,1948,NA,NA,NA,NA
GR,Greece,Total,1949,NA,NA,NA,NA
GR,Greece,Total,1950,NA,NA,NA,NA
GR,Greece,Total,1951,NA,NA,NA,NA
GR,Greece,Total,1952,NA,NA,NA,NA
GR,Greece,Total,1953,NA,NA,NA,NA
GR,Greece,Total,1954,NA,NA,NA,NA
GR,Greece,Total,1955,NA,NA,NA,NA
GR,Greece,Total,1956,NA,NA,NA,NA
GR,Greece,Total,1957,NA,NA,NA,NA
GR,Greece,Total,1958,NA,NA,NA,NA
GR,Greece,Total,1959,NA,NA,NA,NA
GR,Greece,Total,1960,NA,NA,NA,NA
GR,Greece,Total,1961,NA,NA,NA,NA
GR,Greece,Total,1962,NA,NA,NA,NA
GR,Greece,Total,1963,NA,NA,NA,NA
GR,Greece,Total,1964,NA,NA,NA,NA
GR,Greece,Total,1965,NA,NA,NA,NA
GR,Greece,Total,1966,NA,NA,NA,NA
GR,Greece,Total,1967,NA,NA,NA,NA
GR,Greece,Total,1968,NA,NA,NA,NA
GR,Greece,Total,1969,NA,NA,NA,NA
GR,Greece,Total,1970,NA,NA,NA,NA
GR,Greece,Total,1971,NA,NA,NA,NA
GR,Greece,Total,1972,NA,NA,NA,NA
GR,Greece,Total,1973,NA,NA,NA,NA
GR,Greece,Total,1974,NA,NA,NA,NA
GR,Greece,Total,1975,NA,NA,NA,NA
GR,Greece,Total,1976,NA,NA,NA,NA
GR,Greece,Total,1977,NA,NA,NA,NA
GR,Greece,Total,1978,NA,NA,NA,NA
GR,Greece,Total,1979,NA,NA,NA,NA
GR,Greece,Total,1980,NA,NA,NA,NA
GR,Greece,Total,1981,NA,75.73,75.73,NA
GR,Greece,Total,1982,NA,75.85,75.85,0.12
GR,Greece,Total,1983,NA,75.67,75.67,-0.18
GR,Greece,Total,1984,NA,76.13,76.13,0.46
GR,Greece,Total,1985,NA,75.9,75.9,-0.23
GR,Greece,Total,1986,NA,76.39,76.39,0.49
GR,Greece,Total,1987,NA,76.2,76.2,-0.19
GR,Greece,Total,1988,NA,76.78,76.78,0.58
GR,Greece,Total,1989,NA,77,77,0.22
GR,Greece,Total,1990,NA,77.14,77.14,0.14
GR,Greece,Total,1991,NA,77.25,77.25,0.11
GR,Greece,Total,1992,NA,77.18,77.18,-0.07
GR,Greece,Total,1993,NA,77.45,77.45,0.27
GR,Greece,Total,1994,NA,77.66,77.66,0.21
GR,Greece,Total,1995,NA,77.63,77.63,-0.03
GR,Greece,Total,1996,NA,77.76,77.76,0.13
GR,Greece,Total,1997,NA,78.1,78.1,0.34
GR,Greece,Total,1998,NA,78.08,78.08,-0.02
GR,Greece,Total,1999,NA,78.18,78.18,0.1
GR,Greece,Total,2000,NA,78.32,78.32,0.14
GR,Greece,Total,2001,NA,78.75,78.75,0.43
GR,Greece,Total,2002,NA,78.94,78.94,0.19
GR,Greece,Total,2003,NA,79.09,79.09,0.15
GR,Greece,Total,2004,NA,79.25,79.25,0.16
GR,Greece,Total,2005,NA,79.47,79.47,0.22
GR,Greece,Total,2006,NA,79.77,79.77,0.3
GR,Greece,Total,2007,NA,79.61,79.61,-0.16
GR,Greece,Total,2008,NA,80.15,80.15,0.54
GR,Greece,Total,2009,NA,80.3,80.3,0.15
GR,Greece,Total,2010,NA,80.55,80.55,0.25
GR,Greece,Total,2011,NA,80.67,80.67,0.12
GR,Greece,Total,2012,NA,80.56,80.56,-0.11
GR,Greece,Total,2013,NA,81.12,81.12,0.56
GR,Greece,Total,2014,NA,81.22,81.22,0.1
GR,Greece,Total,2015,NA,80.95,80.95,-0.27
GR,Greece,Total,2016,81.05,81.2,81.2,0.25
GR,Greece,Total,2017,80.97,81.16,81.16,-0.04
GR,Greece,Total,2018,81.49,NA,81.49,0.33
GR,Greece,Total,2019,81.32,NA,81.32,-0.17
GR,Greece,Total,2020,81.02,NA,81.02,-0.29
HR,Croatia,Female,1945,NA,NA,NA,NA
HR,Croatia,Female,1946,NA,NA,NA,NA
HR,Croatia,Female,1947,NA,NA,NA,NA
HR,Croatia,Female,1948,NA,NA,NA,NA
HR,Croatia,Female,1949,NA,NA,NA,NA
HR,Croatia,Female,1950,NA,NA,NA,NA
HR,Croatia,Female,1951,NA,NA,NA,NA
HR,Croatia,Female,1952,NA,NA,NA,NA
HR,Croatia,Female,1953,NA,NA,NA,NA
HR,Croatia,Female,1954,NA,NA,NA,NA
HR,Croatia,Female,1955,NA,NA,NA,NA
HR,Croatia,Female,1956,NA,NA,NA,NA
HR,Croatia,Female,1957,NA,NA,NA,NA
HR,Croatia,Female,1958,NA,NA,NA,NA
HR,Croatia,Female,1959,NA,NA,NA,NA
HR,Croatia,Female,1960,NA,NA,NA,NA
HR,Croatia,Female,1961,NA,NA,NA,NA
HR,Croatia,Female,1962,NA,NA,NA,NA
HR,Croatia,Female,1963,NA,NA,NA,NA
HR,Croatia,Female,1964,NA,NA,NA,NA
HR,Croatia,Female,1965,NA,NA,NA,NA
HR,Croatia,Female,1966,NA,NA,NA,NA
HR,Croatia,Female,1967,NA,NA,NA,NA
HR,Croatia,Female,1968,NA,NA,NA,NA
HR,Croatia,Female,1969,NA,NA,NA,NA
HR,Croatia,Female,1970,NA,NA,NA,NA
HR,Croatia,Female,1971,NA,NA,NA,NA
HR,Croatia,Female,1972,NA,NA,NA,NA
HR,Croatia,Female,1973,NA,NA,NA,NA
HR,Croatia,Female,1974,NA,NA,NA,NA
HR,Croatia,Female,1975,NA,NA,NA,NA
HR,Croatia,Female,1976,NA,NA,NA,NA
HR,Croatia,Female,1977,NA,NA,NA,NA
HR,Croatia,Female,1978,NA,NA,NA,NA
HR,Croatia,Female,1979,NA,NA,NA,NA
HR,Croatia,Female,1980,NA,NA,NA,NA
HR,Croatia,Female,1981,NA,NA,NA,NA
HR,Croatia,Female,1982,NA,NA,NA,NA
HR,Croatia,Female,1983,NA,NA,NA,NA
HR,Croatia,Female,1984,NA,NA,NA,NA
HR,Croatia,Female,1985,NA,NA,NA,NA
HR,Croatia,Female,1986,NA,NA,NA,NA
HR,Croatia,Female,1987,NA,NA,NA,NA
HR,Croatia,Female,1988,NA,NA,NA,NA
HR,Croatia,Female,1989,NA,NA,NA,NA
HR,Croatia,Female,1990,NA,NA,NA,NA
HR,Croatia,Female,1991,NA,NA,NA,NA
HR,Croatia,Female,1992,NA,NA,NA,NA
HR,Croatia,Female,1993,NA,NA,NA,NA
HR,Croatia,Female,1994,NA,NA,NA,NA
HR,Croatia,Female,1995,NA,NA,NA,NA
HR,Croatia,Female,1996,NA,NA,NA,NA
HR,Croatia,Female,1997,NA,NA,NA,NA
HR,Croatia,Female,1998,NA,NA,NA,NA
HR,Croatia,Female,1999,NA,NA,NA,NA
HR,Croatia,Female,2000,NA,NA,NA,NA
HR,Croatia,Female,2001,NA,78.1,78.1,NA
HR,Croatia,Female,2002,NA,78.31,78.31,0.21
HR,Croatia,Female,2003,NA,78.22,78.22,-0.09
HR,Croatia,Female,2004,NA,78.88,78.88,0.66
HR,Croatia,Female,2005,NA,78.85,78.85,-0.03
HR,Croatia,Female,2006,NA,79.24,79.24,0.39
HR,Croatia,Female,2007,NA,79.15,79.15,-0.09
HR,Croatia,Female,2008,NA,79.51,79.51,0.36
HR,Croatia,Female,2009,NA,79.52,79.52,0.01
HR,Croatia,Female,2010,NA,79.78,79.78,0.26
HR,Croatia,Female,2011,NA,80.21,80.21,0.43
HR,Croatia,Female,2012,NA,80.48,80.48,0.27
HR,Croatia,Female,2013,NA,80.79,80.79,0.31
HR,Croatia,Female,2014,NA,80.87,80.87,0.08
HR,Croatia,Female,2015,80.93,80.44,80.44,-0.43
HR,Croatia,Female,2016,81.85,81.17,81.17,0.73
HR,Croatia,Female,2017,81.46,80.86,80.86,-0.31
HR,Croatia,Female,2018,81.92,81.32,81.32,0.46
HR,Croatia,Female,2019,82.01,NA,82.01,0.69
HR,Croatia,Female,2020,81.18,NA,81.18,-0.83
HR,Croatia,Male,1945,NA,NA,NA,NA
HR,Croatia,Male,1946,NA,NA,NA,NA
HR,Croatia,Male,1947,NA,NA,NA,NA
HR,Croatia,Male,1948,NA,NA,NA,NA
HR,Croatia,Male,1949,NA,NA,NA,NA
HR,Croatia,Male,1950,NA,NA,NA,NA
HR,Croatia,Male,1951,NA,NA,NA,NA
HR,Croatia,Male,1952,NA,NA,NA,NA
HR,Croatia,Male,1953,NA,NA,NA,NA
HR,Croatia,Male,1954,NA,NA,NA,NA
HR,Croatia,Male,1955,NA,NA,NA,NA
HR,Croatia,Male,1956,NA,NA,NA,NA
HR,Croatia,Male,1957,NA,NA,NA,NA
HR,Croatia,Male,1958,NA,NA,NA,NA
HR,Croatia,Male,1959,NA,NA,NA,NA
HR,Croatia,Male,1960,NA,NA,NA,NA
HR,Croatia,Male,1961,NA,NA,NA,NA
HR,Croatia,Male,1962,NA,NA,NA,NA
HR,Croatia,Male,1963,NA,NA,NA,NA
HR,Croatia,Male,1964,NA,NA,NA,NA
HR,Croatia,Male,1965,NA,NA,NA,NA
HR,Croatia,Male,1966,NA,NA,NA,NA
HR,Croatia,Male,1967,NA,NA,NA,NA
HR,Croatia,Male,1968,NA,NA,NA,NA
HR,Croatia,Male,1969,NA,NA,NA,NA
HR,Croatia,Male,1970,NA,NA,NA,NA
HR,Croatia,Male,1971,NA,NA,NA,NA
HR,Croatia,Male,1972,NA,NA,NA,NA
HR,Croatia,Male,1973,NA,NA,NA,NA
HR,Croatia,Male,1974,NA,NA,NA,NA
HR,Croatia,Male,1975,NA,NA,NA,NA
HR,Croatia,Male,1976,NA,NA,NA,NA
HR,Croatia,Male,1977,NA,NA,NA,NA
HR,Croatia,Male,1978,NA,NA,NA,NA
HR,Croatia,Male,1979,NA,NA,NA,NA
